Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;37;tec-comun-t04_2;La Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi, reconoce la universalidad del derecho a la protección de la salud para:;Todas las personas residentes en el territorio de Euskadi, así como para las personas transeúntes.;Todas las personas residentes en Euskadi o fuera de Euskadi, así como para las personas transeúntes.;Solo para las personas que tengan vecindad administrativa en Euskadi.;Solo para las personas de quienes pueda predicarse la condición política de vascos.;B;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 5 Ley 8/1997: la universalidad del derecho a la protección de la salud se reconoce para todas las personas residentes en Euskadi y para personas transeúntes.
Común A2 / Técnico;38;tec-comun-t04_3;Señale cuál de los siguientes principios no se enuncian entre los principios informadores del sistema sanitario de Euskadi en la Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi:;Universalidad.;Solidaridad ciudadana.;Equidad.;Calidad de los servicios.;A;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 4 Ley 8/1997: los principios informadores son universalidad, equidad, calidad, eficiencia, participación ciudadana, integración, entre otros. La ""solidaridad ciudadana"" no figura como principio específico en el listado del art. 4."
Común A2 / Técnico;39;tec-comun-t04_4;La Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi, establece respecto a las áreas de salud que:;La CAPV se divide territorialmente en áreas de salud de acuerdo con la situación socio-económica de cada demarcación geográfica.;En cada área de salud pueden ponerse en práctica las actuaciones esenciales que requiere la tutela general de la salud pública y exclusivamente la asistencia sanitaria primaria.;En cada área de salud se garantizará una adecuada ordenación de la atención primaria y su coordinación con la atención especializada.;Son correctas la a) y la c).;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 7 Ley 8/1997: en cada área de salud se garantizará ordenación de la atención primaria y coordinación con la especializada. La división no es por criterio socioeconómico (a) ni se limita solo a primaria (b).
Común A2 / Técnico;40;tec-comun-t04_5;La Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi prevé la creación de sistemas de información necesarios para facilitar el ejercicio adecuado de los distintos niveles de responsabilidad en el sistema. A tal fin, los datos de carácter personal relativos a la salud podrán ser recabados y tratados siempre que se cumplan los siguientes requisitos:;Siempre debe constar el previo consentimiento de la persona afectada.;Si no consta el previo consentimiento de la persona afectada se requiere que la actuación se encuentre debidamente autorizada y se efectúe previo procedimiento de disociación que garantice el anonimato de la información.;Que conste el previo consentimiento de la persona afectada por escrito y que se garantice el anonimato de la información.;Basta con que la actuación se encuentre debidamente autorizada.;C;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 15 Ley 8/1997: los datos sanitarios pueden tratarse con consentimiento previo o, si no lo hay, si la actuación está debidamente autorizada y se efectúa previo procedimiento de disociación que garantice el anonimato.
Común A2 / Técnico;54;tec-comun-t04_19;La propuesta de Plan Estratégico del ente público Osakidetza-Servicio Vasco de Salud:;Será formulada por la Dirección General del Ente.;Será aprobada por la Presidencia del Ente.;Será sometida a informe del Consejo de Administración del Ente.;Todas las anteriores son ciertas.;C;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 31 Ley 8/1997: la Dirección General formula el Plan Estratégico, la Presidencia lo aprueba, y el Consejo de Administración lo informa. Todas las afirmaciones son correctas.
Común A2 / Técnico;55;tec-comun-t04_20;La función de convocar, presidir, suspender y levantar las sesiones, arbitrar las deliberaciones del Consejo de Administración y decidir los empates con su voto de calidad corresponderá a:;La Dirección General.;La Presidencia.;La persona de mayor antigüedad del Consejo de Administración.;Ninguna de las anteriores.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 31 Ley 8/1997: la Presidencia del ente convoca, preside, suspende y levanta las sesiones del Consejo de Administración, arbitra sus deliberaciones y decide los empates con voto de calidad.
Común A2 / Técnico;56;tec-comun-t04_21;La persona titular de la Dirección General del ente público Osakidetza-Servicio Vasco de Salud:;No podrá asistir a las reuniones del Consejo de Administración del Ente.;Presidirá las reuniones del Consejo de Administración del Ente.;Asistirá a las reuniones del Consejo de Administración del Ente con voz y voto.;Asistirá a las reuniones del Consejo de Administración del Ente con voz y sin voto.;B;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 32 Ley 8/1997: la persona titular de la Dirección General asistirá a las reuniones del Consejo de Administración con voz pero sin voto.
Común A2 / Técnico;62;tec-comun-t04_27;Para el desarrollo de funciones de propuesta y asesoramiento, así como de participación en las organizaciones de servicios sanitarios, existirá un Consejo de Dirección en cada una de ellas, integrado por:;El equipo directivo, las jefaturas de unidad que se determinen y una representación de personas vocales electas que formen parte de los Consejos Técnicos de participación profesional respectivos.;El equipo directivo, las jefaturas de unidad que se determinen, representantes sindicales y una representación de personas vocales electas que formen parte de los Consejos Técnicos de participación profesional respectivos.;El equipo directivo y las jefaturas de unidad que se determinen.;Todas las anteriores son falsas.;D;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 33 Ley 8/1997: el Consejo de Dirección de cada organización de servicios está integrado por el equipo directivo, las jefaturas de unidad determinadas y representación de vocales electas de los Consejos Técnicos de participación profesional.
Común A2 / Técnico;63;tec-comun-t04_28;Las organizaciones de servicios sanitarios del ente público Osakidetza podrán:;Descentralizar la organización delegando en quienes ostenten la responsabilidad clínica facultades de gestión, aunque solo en materia de personal.;Descentralizar la organización delegando en quienes ostenten la responsabilidad clínica facultades de gestión, pero solo en materia económica.;Descentralizar la organización delegando en quienes ostenten la responsabilidad clínica facultades de gestión tanto en materia económica como de personal, de acuerdo con el marco estratégico y el contrato-programa.;Todas las anteriores son falsas.;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 33 Ley 8/1997: las organizaciones pueden descentralizar delegando en responsables clínicos facultades de gestión tanto económicas como de personal, conforme al marco estratégico y el contrato-programa.
Común A2 / Técnico;64;tec-comun-t04_29;En materia específica de inversiones, la competencia para ejecutar las compras de suministros que se consideren centralizadas, así como definir y/o ejecutar, en su caso, las consideradas integradas corresponde a:;El Consejo de Administración del ente público Osakidetza.;La organización central de administración y gestión corporativa del ente público Osakidetza.;La organización de servicios del ente público Osakidetza.;A quien ostente la titularidad de la Dirección-Gerencia de cada organización de servicios sanitarios.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Las compras centralizadas e integradas son competencia de la organización central de administración y gestión corporativa de Osakidetza.
Común A2 / Técnico;65;tec-comun-t04_30;En el ámbito de una organización de servicios sanitarios del ente público Osakidetza, presidir los Consejos Técnicos de participación profesional y promover su eficaz funcionamiento es una tarea que corresponde a:;La Dirección General del Ente.;Quien ostente la titularidad de la Dirección-Gerencia del Ente.;La Dirección Médica del Ente.;Ninguna de las anteriores.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Dirección-Gerencia de cada organización de servicios preside los Consejos Técnicos de participación profesional y promueve su eficaz funcionamiento.
Común A2 / Técnico;69;tec-comun-t05_4;"De acuerdo con el Artículo 3 del Decreto 100/2018 de las OSI de Osakidetza, ¿cómo se define una OSI de clase ""monográfica""?";Es aquella donde solo se integran servicios de atención hospitalaria especializada.;Es aquella cuya actividad asistencial gira en torno a un ámbito específico, integrando sus servicios y dispositivos.;Es una organización que solo atiende a una patología crónica específica.;Es la organización que carece de servicios de atención primaria.;A;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 3 Decreto 100/2018: las OSI monográficas son aquellas cuya actividad asistencial gira en torno a un ámbito específico, integrando sus servicios y dispositivos correspondientes.
Común A2 / Técnico;91;tec-comun-t08_3;Según dispone la Ley 41/2002, de 14 de noviembre, básica reguladora de la autonomía del paciente, la información asistencial contiene, como mínimo:;La finalidad y la naturaleza de cada intervención.;La finalidad y la naturaleza de cada intervención y sus riesgos.;La finalidad y la naturaleza de cada intervención, sus riesgos y sus consecuencias.;La finalidad y la naturaleza de cada intervención, sus riesgos, sus consecuencias y los derechos de las personas pacientes.;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 20 Ley 41/2002: La unidad de admisión y documentación clínica de cada centro tendrá encomendada la custodia y la gestión de la historia clínica. La C es correcta al atribuir esta función a dicha unidad. Respuesta C.
Común A2 / Técnico;99;tec-comun-t09_3;Según la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, si el nombramiento de representante en el documento de instrucciones previas ha recaído en favor de la persona cónyuge o pareja de hecho de la persona otorgante:;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento de la designación será necesario, en caso de nulidad, separación matrimonial o divorcio, que conste expresamente en la resolución judicial dictada al efecto.;Se extingue a partir bien de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho o unión libre. Para el mantenimiento será necesario que conste en la resolución judicial.;Se extingue a partir, bien de la interposición de la demanda de nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;Se extingue bien a partir de la nulidad, separación matrimonial o divorcio, bien de la extinción formalizada de la pareja de hecho. Para el mantenimiento será necesario que conste en el documento de instrucciones previas.;A;D;D;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Art. 3 bis Ley 7/2002: el nombramiento de representante en favor de cónyuge o pareja de hecho se extingue desde la interposición de la demanda (no desde la sentencia) de nulidad/separación/divorcio, o desde la extinción formalizada de la pareja. Para mantenerlo hay que hacerlo constar en resolución judicial.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;104;tec-comun-t09_8;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, en el documento de voluntades anticipadas se tendrán por no puestas:;Las instrucciones que en el momento de ser aplicadas resulten contrarias al ordenamiento jurídico.;Las instrucciones que en el momento de ser otorgadas resulten contrarias al ordenamiento jurídico.;Las respuestas a) y b) son correctas.;Las instrucciones que en el momento de ser aplicadas no se aprueben por el comité de ética del centro.;C;A;A;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 2.3 Ley 7/2002: El DVA puede contener: instrucciones sobre tratamientos deseados o rechazados, designación de representante, y donación de órganos. No puede contener instrucciones contrarias al ordenamiento jurídico o a la buena práctica. La D recoge correctamente el contenido posible. Respuesta D.
Común A2 / Técnico;109;tec-comun-t10_5;La Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, establece que el tratamiento de datos de naturaleza penal podrá llevarse a cabo:;Solo por profesionales de la abogacía y cuando tengan por objeto recoger la información facilitada por quienes les contraten.;Por profesionales de la abogacía y de la procura, cuando tengan por objeto recoger la información facilitada por quienes les contraten.;En los casos previstos por la propia Ley Orgánica 3/2018 y en otras normas de rango reglamentario.;Exclusivamente en los supuestos amparados en una norma de Derecho de la Unión y en la propia Ley Orgánica 2/2018.;C;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Art. 10 LO 3/2018: el tratamiento de datos penales también puede llevarse a cabo por abogados Y procuradores cuando recojan información facilitada por quienes les contraten para el ejercicio de sus funciones. No solo abogados.
Común A2 / Técnico;123;tec-comun-t12_3;¿Cuál de los siguientes NO es un principio rector en los que se apoya el Plan de Salud Euskadi 2030?;La necesaria coordinación y colaboración interinstitucional, entre agentes y en todos los niveles.;"Enfoque de Salud en Todas las Políticas y ""Una Sola Salud"" (One Health).";La autosuficiencia presupuestaria del Sistema Sanitario Público.;Contribución al Desarrollo Sostenible.;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Plan de Salud Euskadi 2030: los principios rectores incluyen coordinación interinstitucional (a), Salud en Todas las Políticas (b) y contribución al desarrollo sostenible (d). La ""autosuficiencia presupuestaria"" no es un principio rector del plan."
Común A2 / Técnico;125;tec-comun-t12_5;"El Objetivo General 4 (OG4) del Plan de Salud Euskadi 2030 se define como ""lograr la sostenibilidad y excelencia en los sistemas asistenciales sanitarios y sociosanitarios de Euskadi"", ¿en términos de qué tres conceptos clave?";Eficiencia, accesibilidad e innovación.;Calidad, humanización y seguridad.;Equidad, intersectorialidad y coordinación.;Investigación, formación y evaluación.;C;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030 OG4: la sostenibilidad y excelencia en los sistemas asistenciales se define en términos de calidad, humanización y seguridad.
Común A2 / Técnico;127;tec-comun-t12_7;¿Cuál es uno de los objetivos clave del Plan de Salud Euskadi 2030, reiterado en varias secciones, respecto a la equidad y la gestión de la enfermedad?;Garantizar la participación de la empresa privada en la gestión de servicios hospitalarios.;Aumentar la esperanza de vida en 5 años en todos los colectivos sociales.;Reducir la morbimortalidad evitable y disminuir las desigualdades en salud.;Implementar un programa de cribado universal para todos los tipos de cáncer.;B;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: uno de los objetivos clave reiterados es reducir la morbimortalidad evitable y disminuir las desigualdades en salud.
Común A2 / Técnico;132;tec-comun-t12_12;"El Plan de Salud Euskadi 2030 busca lograr ""comunidades amigables"" para las personas mayores. ¿Cuál es la finalidad última de esta estrategia?";Segregar los espacios públicos por franjas de edad.;Adaptar el entorno físico y social para fomentar un envejecimiento activo y con sentido.;Aumentar el número de plazas en residencias geriátricas de alta especialización.;Limitar el acceso de vehículos a las zonas cercanas a los centros de salud.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;"Plan de Salud Euskadi 2030: las ""comunidades amigables"" tienen como finalidad adaptar el entorno físico y social para fomentar el envejecimiento activo y con sentido."
Común A2 / Técnico;133;tec-comun-t12_13;En el ámbito de la salud digital, ¿qué concepto destaca el Plan de Salud Euskadi 2030 para transformar la atención personalizada?;La teleasistencia robótica obligatoria en todos los domicilios.;La medicina de precisión y la integración de datos genómicos.;La eliminación definitiva de la historia clínica en papel en favor del PDF.;La creación de una red social exclusiva para pacientes crónicos/as.;A;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: en salud digital destaca la medicina de precisión y la integración de datos genómicos para transformar la atención personalizada.
Común A2 / Técnico;134;tec-comun-t12_14;"¿Cómo define el Plan de Salud Euskadi 2030 el concepto de ""Intersectorialidad"" en la gestión de la salud?";La competencia entre diferentes sectores para obtener fondos públicos.;La colaboración entre departamentos del Gobierno para que la salud esté en todas las políticas.;La privatización de sectores sanitarios no críticos.;La creación de un único departamento que gestione salud, educación y vivienda.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: intersectorialidad = colaboración entre departamentos del Gobierno para que la salud esté presente en todas las políticas (Health in All Policies).
Común A2 / Técnico;135;tec-comun-t12_15;¿Cuál es la visión del Plan de Salud Euskadi 2030 sobre el uso de la evidencia científica en la toma de decisiones políticas?;Es un elemento opcional supeditado a la oportunidad política.;Es la base fundamental para el diseño, implementación y evaluación de las políticas de salud.;Solo se debe aplicar en casos de alertas sanitarias internacionales.;Se reserva exclusivamente para el ámbito académico, no para el legislativo.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;Plan de Salud Euskadi 2030: la evidencia científica es la base fundamental para diseñar, implementar y evaluar las políticas de salud, principio transversal del Plan.
Común A2 / Técnico;136;tec-comun-t13_1;Segun el analisis del contexto social del Diagnostico del Pacto Vasco de Salud de Euskadi, que factor se identifica como motor clave para que la ciudadania del siglo XXI demande un papel mas activo en su salud?;El incremento exclusivo de la esperanza de vida al nacer.;El acceso generalizado a la informacion y un mayor nivel educativo en la CAPV.;La reduccion drastica de las listas de espera en consultas externas.;La implementacion de la receta electronica en todas las farmacias.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Diagnostico del Pacto Vasco indica que el mayor nivel educativo y el acceso generalizado a la informacion son motores clave del empoderamiento ciudadano en salud.
Común A2 / Técnico;138;tec-comun-t13_3;Cual es uno de los principales desafios identificados en el Diagnostico del Pacto Vasco de Salud de Euskadi respecto a la formacion y relevo del personal sanitario?;La excesiva oferta de plazas MIR en todas las especialidades medicas.;La falta de interes de las nuevas generaciones por las profesiones biosanitarias.;La necesidad de planificar el relevo ante la jubilacion de cohortes numerosas de profesionales.;La prohibicion de la formacion continua dentro del horario laboral.;A;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Diagnostico identifica como reto clave la planificacion del relevo generacional ante la proxima jubilacion de grandes cohortes de profesionales sanitarios.
Común A2 / Técnico;142;tec-comun-t13_7;Cual de los siguientes es un Valor Fundamental explicito del Pacto Vasco de Salud, ademas de la Universalidad y la Equidad?;La Sostenibilidad del sistema.;La Eficiencia en el gasto.;La Corresponsabilidad.;El Plurilinguismo como eje central de la atencion.;B;C;C;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;El Pacto Vasco de Salud define como Valores Fundamentales la Universalidad, la Equidad y la Corresponsabilidad, implicando a ciudadania y profesionales en el sistema.
Común A2 / Técnico;147;tec-comun-t13_12;En relacion con la Linea Estrategica 06 sobre Cronicidad del Pacto Vasco de Salud, que objetivo se persigue primordialmente?;Institucionalizar a todas las personas con enfermedades cronicas en centros especializados.;Reforzar la autonomia y corresponsabilidad de las personas con enfermedades cronicas.;Sustituir las consultas medicas presenciales por seguimiento telefonico automatico.;Reducir la cobertura de medicamentos para patologias de larga duracion.;D;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Linea Estrategica sobre Cronicidad busca reforzar la autonomia y corresponsabilidad de las personas con enfermedades cronicas, fomentando el autocuidado y la atencion integrada.
Común A2 / Técnico;148;tec-comun-t13_13;La Linea Estrategica 07 sobre Atencion Sociosanitaria del Pacto Vasco de Salud subraya la necesidad de:;Separar definitivamente las competencias de Salud de las de Servicios Sociales.;Mejorar la coordinacion y el transito de las personas entre el sistema sanitario y el social.;Eliminar las ayudas a la dependencia para fomentar el ahorro publico.;Obligar a las personas pacientes a elegir entre atencion medica o apoyo social.;A;B;B;No;Red Flag ← corregir;CORREGIR: cambiar a respuesta Kaixo/Osasun;La Linea de Atencion Sociosanitaria pone el foco en mejorar la coordinacion y los transitos entre el sistema sanitario y social, evitando la fragmentacion de la atencion.
