Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común C2 (AUX + ADM);39;comun-t02_19;Según dispone la Ley 16/2003, de 28 de mayo, de cohesión y calidad del Sistema Nacional de Salud, la infraestructura para la mejora de la calidad del Sistema Nacional de Salud estará constituida por los elementos siguientes:;El registro de agresiones a profesionales de la sanidad, con el fin de adopción de medidas preventivas.;El registro de acontecimientos adversos, que recogerá información sobre aquellas prácticas que hayan resultado un problema potencial de seguridad para la persona paciente.;Las respuestas a) y b) son correctas.;Las respuestas a) y b) son falsas.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 59 Ley 16/2003: La infraestructura para la mejora de la calidad incluye: el registro de declaración de incidentes y eventos adversos, los indicadores, la acreditación, el sistema de información, etc. No contempla un 'registro de agresiones a profesionales' como elemento de esa infraestructura. La opción d) (ambas falsas) es correcta respecto a las afirmaciones a) y b) tal como están formuladas (b es falsa porque el registro es de incidentes/eventos adversos, no de prácticas que 'hayan resultado un problema potencial'). Respuesta D.
Común C2 (AUX + ADM);43;comun-t02_21;El personal estatutario de los servicios de salud que conforman el Sistema Nacional de Salud:;No ostenta el derecho individual a la libre sindicación.;Ostenta el derecho a la actividad sindical.;Ostenta el derecho de reunión, que podrá ejercerlo siempre que cuente con la necesaria autorización previa.;Todas las respuestas son correctas.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 18 Ley 55/2003: El personal estatutario ostenta el derecho a la actividad sindical. El derecho de reunión no requiere autorización previa (art. 19 EM). La libre sindicación SÍ está reconocida. La opción correcta es la b) 'ostenta el derecho a la actividad sindical'. Respuesta B.
Común C2 (AUX + ADM);46;comun-t03_5;La pérdida de la condición de personal estatutario regulada en la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud, se produce:;Siempre en caso de pena de inhabilitación especial para empleo o cargo público, afecte o no al correspondiente nombramiento.;En caso de que se adopte la pena de inhabilitación absoluta sea firme o no.;En caso de que se adopte la pena de inhabilitación especial para la correspondiente profesión, siempre que esta exceda de seis años.;En caso de que se adopte la pena de inhabilitación especial para la correspondiente profesión, siempre que esta exceda de tres años.;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 26.d Ley 55/2003: La pérdida de la condición se produce por 'la pena de inhabilitación especial para la CORRESPONDIENTE PROFESIÓN, siempre que esta exceda de TRES AÑOS.' La opción D recoge correctamente el plazo de tres años para inhabilitación especial. Respuesta D.
Común C2 (AUX + ADM);48;comun-t03_7;Procede la extinción de la condición de personal estatutario fijo de los servicios de salud:;Cuando se produzca la pérdida de la nacionalidad.;En caso de recaer sanción firme disciplinaria de separación del servicio.;Siempre que se imponga una pena principal o accesoria de inhabilitación especial para empleo o cargo público o para el ejercicio de la correspondiente profesión.;Todas las anteriores respuestas son correctas.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 26 Ley 55/2003: Procede la extinción por: pérdida de la nacionalidad (a), sanción firme de separación del servicio (b), e inhabilitación especial (c). Las tres causas están contempladas, por tanto 'todas las anteriores' es correcto. Respuesta D.
Común C2 (AUX + ADM);50;comun-t03_9;De acuerdo con la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud, señale la respuesta correcta respecto a las retribuciones del personal estatutario de los servicios de salud:;"Las retribuciones básicas son: el sueldo asignado a cada categoría en función del título exigido para su desempeño; los trienios; y las pagas extraordinarias.";Las retribuciones básicas serán iguales en todos los servicios de salud independientemente de la anualidad en la que se perciban.;El personal estatutario temporal percibirá la totalidad de las retribuciones que, en el correspondiente servicio de salud, correspondan a su nombramiento, con excepción del complemento de carrera.;El complemento de atención continuada está destinado a retribuir la iniciativa continuada y permanente de la persona titular del puesto.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 42 Ley 55/2003: Las retribuciones básicas son: sueldo asignado a la categoría en función del título exigido, trienios y pagas extraordinarias. Respuesta A.
Común C2 (AUX + ADM);52;comun-t03_11;La Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud, establece que:;El tiempo de trabajo es el período en el que el personal permanece en el centro sanitario.;Solo se considera tiempo de trabajo aquel en el que el personal se encuentre dentro del centro sanitario en su puesto de trabajo y en el ejercicio de su actividad y funciones.;Para el cómputo del tiempo de trabajo, se puede tomar en consideración tanto el tiempo en el que se permanece en el centro sanitario como fuera de dicho centro.;Ninguna de las respuestas anteriores es correcta.;C;?;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 38 Ley 55/2003: La promoción interna temporal consiste en la ocupación transitoria de plazas de categoría superior, manteniéndose la relación estatutaria de origen. Tiene carácter excepcional y requiere cumplir los requisitos exigidos para el ingreso en la categoría superior. Respuesta C.
Común C2 (AUX + ADM);53;comun-t03_12;En el supuesto del personal estatutario de los servicios de salud:;El período de localización es aquel período de tiempo en el que el personal se encuentra únicamente en situación de disponibilidad.;Se considera período de descanso todo período de tiempo que no sea tiempo de trabajo.;El trabajo por turnos es una forma de organización del trabajo en equipo con arreglo al ritmo rotatorio y siempre de tipo continuo.;El período de localización es aquel período de tiempo en el que el personal se encuentra en situación de disponibilidad a los solos efectos de asegurar su posible localización.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 57.3 Ley 55/2003: 'El período de localización es aquel período de tiempo en el que el personal se encuentra en situación de disponibilidad A LOS SOLOS EFECTOS DE ASEGURAR SU POSIBLE LOCALIZACIÓN.' Respuesta D.
Común C2 (AUX + ADM);56;comun-t03_15;Respecto a la jornada y descansos diarios del personal estatutario de los servicios de salud, es correcta la siguiente afirmación:;El tiempo de trabajo correspondiente a la jornada ordinaria será siempre de 12 horas ininterrumpidas.;El personal tiene derecho a un período mínimo de descanso ininterrumpido de 8 horas entre el fin de una jornada y el comienzo de la siguiente.;Se podrán establecer jornadas ordinarias de hasta 24 horas con carácter excepcional y cuando así lo aconsejen razones organizativas o asistenciales.;El descanso ininterrumpido de 12 horas entre el fin de una jornada y el comienzo de la siguiente solo podrá reducirse en el caso de trabajo a turnos, cuando el personal cambie de equipo y no pueda disfrutar del período de descanso diario entre el final de la jornada de un equipo y el comienzo de la jornada del siguiente.;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 60 Ley 55/2003: El personal tiene derecho a un período mínimo de descanso ininterrumpido de 12 horas entre jornadas. Esta reducción solo podrá producirse en el caso de trabajo a turnos, cuando el personal cambie de equipo. La opción D describe correctamente la excepción del trabajo a turnos. Respuesta D.
Común C2 (AUX + ADM);57;comun-t03_16;Según establece la Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud:;Resulta incompatible para el personal estatutario de los servicios de salud el ejercicio de las funciones sanitarias con cualquier otro tipo de funciones.;Al personal estatutario de los servicios de salud le resulta aplicable el mismo régimen de incompatibilidades establecido para el personal funcionario.;Atendiendo a lo que establezca la legislación vigente, el personal estatutario de los servicios de salud podrá compatibilizar las funciones sanitarias y docente.;Para el personal licenciado sanitario el complemento específico resulta irrenunciable.;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 54 Ley 55/2003: La jornada ordinaria de trabajo del personal estatutario será la que establezca cada Servicio de Salud, sin que pueda exceder de la jornada general del personal al servicio de la Administración Pública de la respectiva Comunidad Autónoma. Respuesta B.
Común C2 (AUX + ADM);58;comun-t03_17;La Ley 55/2003, de 16 de diciembre, del Estatuto Marco del personal estatutario de los servicios de salud regula el descanso semanal. Señale la respuesta que no es correcta:;El personal tendrá derecho a un período mínimo que siempre será fijo de descanso ininterrumpido con una duración media de 24 horas semanales.;El período de referencia para el cálculo del período de descanso semanal será de tres meses.;En el caso de que no se hubiera disfrutado del tiempo mínimo de descanso semanal en el período de tres meses se producirá una compensación a través del régimen de descansos alternativos.;El período de referencia para el cálculo del período de descanso semanal será de dos meses.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 38 Ley 55/2003: La promoción interna temporal consiste en la ocupación transitoria de plazas de categoría superior, manteniéndose la relación estatutaria de origen. Tiene carácter excepcional y requiere cumplir los requisitos exigidos para el ingreso en la categoría superior. Respuesta C.
Común C2 (AUX + ADM);60;comun-t03_19;La excedencia voluntaria solicitada por el personal estatutario de los servicios de salud por interés particular exige haber prestado servicios efectivos en cualquiera de las Administraciones públicas durante:;Los cinco años inmediatamente anteriores.;Los cuatro años inmediatamente anteriores.;Los dos años inmediatamente anteriores.;Los tres años inmediatamente anteriores.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 67 Ley 55/2003: 'La excedencia voluntaria por interés particular exige haber prestado servicios efectivos en cualquiera de las administraciones públicas durante LOS CINCO AÑOS INMEDIATAMENTE ANTERIORES.' Respuesta A.
Común C2 (AUX + ADM);64;comun-t04_5;La Ley 8/1997, de 26 de junio, de ordenación Sanitaria de Euskadi, establece respecto a las áreas de salud que:;La Comunidad Autónoma del País Vasco se divide territorialmente en áreas de salud de acuerdo con la situación socio-económica de cada demarcación geográfica.;En cada área de salud pueden ponerse en práctica las actuaciones esenciales que requiere la tutela general de la salud pública y exclusivamente la asistencia sanitaria primaria .;En cada área de salud se garantizará una adecuada ordenación de la atención primaria y su coordinación con la atención especializada.;Son correctas la a) y la c).;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 7 Ley 8/1997: Las áreas de salud son delimitadas en función de factores geográficos, socioeconómicos, demográficos y culturales. En cada área 'se garantizará una adecuada ordenación de la atención primaria y su coordinación con la atención especializada'. La opción C es la correcta. Respuesta C.
Común C2 (AUX + ADM);68;comun-t04_9;La Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi al contemplar los derechos y deberes ciudadanos, alude a:;La obligación de dejar constancia escrita de todo proceso diagnóstico o terapéutico.;La obligación de dejar constancia por cualquier medio de todo proceso diagnóstico.;La obligación de dejar constancia por cualquier medio de todo proceso diagnóstico o terapéutico.;No existe en la Ley ninguna previsión a este respecto, de modo que será el personal facultativo el que decida si el proceso diagnóstico o terapéutico debe quedar registrado.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 15.4 Ley 8/1997: Existe 'la obligación de dejar constancia POR CUALQUIER MEDIO de todo proceso diagnóstico o terapéutico.' No se limita a forma escrita. Respuesta C.
Común C2 (AUX + ADM);71;comun-t04_12;Osakidetza-Servicio Vasco de Salud se constituye como:;Ente público con personalidad jurídica propia y adscrito al Departamento de la Administración General competente en materia de salud.;Ente público de derecho privado con personalidad jurídica propia.;Ente público de derecho público al que se le atribuye personalidad jurídica propia.;Ninguna respuesta es correcta.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 25 Ley 8/1997: 'Osakidetza-Servicio Vasco de Salud se constituye como ENTE PÚBLICO con personalidad jurídica propia adscrito al Departamento de la Administración General competente en materia de salud.' Respuesta A.
Común C2 (AUX + ADM);73;comun-t04_13;Según establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi:;El Plan de Salud de Euskadi debe ser aprobado por el Parlamento Vasco.;El Departamento competente en materia de sanidad debe elaborar semestralmente y remitir al Parlamento un informe con la evaluación de los objetivos y determinaciones del Plan de Salud de Euskadi.;El Departamento competente en materia de sanidad debe elaborar anualmente y remitir al Parlamento un informe con la evaluación de los objetivos y determinaciones del Plan de Salud de Euskadi.;Son correctas las respuestas a) y c).;C;C;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 8 Ley 8/1997: El Consejo Vasco de Salud es el órgano consultivo y de participación en materia sanitaria del Gobierno Vasco, presidido por el Consejero competente en sanidad, e integrado por representantes de las Administraciones implicadas, de los agentes sociales y de las organizaciones de consumidores y usuarios. La C recoge esta configuración. Respuesta C.
Común C2 (AUX + ADM);75;comun-t04_15;La dirección, planificación y programación del sistema sanitario de Euskadi es competencia:;Del Gobierno Vasco.;Del presidente del ente público Osakidetza-Servicio Vasco de Salud a propuesta de su consejo de administración.;Del Parlamento Vasco.;Del Departamento competente en materia de sanidad.;A;A;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 15 Ley 8/1997: 'La dirección, planificación y programación del sistema sanitario de Euskadi es competencia del DEPARTAMENTO COMPETENTE EN MATERIA DE SANIDAD.' No del Gobierno Vasco en pleno ni del Parlamento. Respuesta D.
Común C2 (AUX + ADM);78;comun-t04_18;Según establece la Ley 8/1997, de 26 de junio, de Ordenación Sanitaria de Euskadi, en materia de sanciones señale la respuesta correcta:;Las infracciones serán sancionadas exclusivamente con sanción pecuniaria o económica.;En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento, instalación o servicio por un plazo máximo de cinco años.;Sin perjuicio de la multa que proceda imponer, en ciertos casos, la sanción económica que se imponga podrá ser incrementada hasta el triple de la cuantía del beneficio ilícito obtenido.;En los casos de infracciones muy graves, el Gobierno Vasco podrá acordar el cierre temporal del establecimiento, instalación o servicio por un plazo máximo de tres años.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 57 Ley 8/1997: Sin perjuicio de la multa, 'la sanción económica podrá ser incrementada hasta el TRIPLE de la cuantía del beneficio ilícito obtenido'. Respuesta C.
Común C2 (AUX + ADM);81;comun-t04_20;El ente público Osakidetza-Servicio Vasco de Salud es:;El Ente Institucional de la Comunidad Autónoma, de naturaleza pública y bajo la calificación de ente público de derecho privado o público.;El Ente Institucional de la Comunidad Autónoma, de naturaleza pública y bajo la calificación de ente público de derecho público;El Ente Institucional de la Comunidad Autónoma, de naturaleza pública y bajo la calificación de ente público de derecho privado;Las tres anteriores son erróneas;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 31 Ley 8/1997 y Decreto 255/1997: Osakidetza es un ente público de derecho privado, con personalidad jurídica propia y plena capacidad para el cumplimiento de sus fines, sometido al derecho privado en sus relaciones externas excepto en el ejercicio de potestades públicas. No es organismo autónomo ni agencia, sino ente público. Respuesta A.
Común C2 (AUX + ADM);84;comun-t05_2;La función de nombrar y separar a quienes ocupen las Direcciones de División de la organización central del ente público Osakidetza-Servicio Vasco de Salud corresponde a:;El Consejo de Administración del Ente.;La Dirección General del Ente.;La Presidencia del Ente.;Ninguno de los anteriores.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997, art. 22: El nombramiento y separación de los Directores de División de la organización central de Osakidetza es competencia del Consejo de Administración, a propuesta del Director General. La app indica C (Director General) pero la competencia recae en el Consejo de Administración. Respuesta B.
Común C2 (AUX + ADM);85;comun-t04_23;La composición del Consejo del ente público Osakidetza-Servicio Vasco de Salud contará, además de la persona que ejerza la Presidencia:;Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: una persona a propuesta de la titularidad del Departamento de Hacienda y Administración Pública, otra a propuesta de quien ostente la titularidad de Bienestar Social y las tres restantes a propuesta de la persona titular de Sanidad.;Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: una persona a propuesta de la titularidad del Departamento de Hacienda y Administración Pública, otra a propuesta de la persona titular de la Consejería de Presidencia y las tres restantes a propuesta de la persona titular de Sanidad.;Con cinco integrantes en representación de la Administración de la Comunidad Autónoma, que nombrará el Gobierno: dos a propuesta de la persona titular del Departamento de Hacienda y Administración Pública y las tres restantes a propuesta de la persona titular de Sanidad.;Ninguna de los anteriores.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997 art. 6: El Consejo de Administración contará, además de la Presidencia, con cinco integrantes: uno a propuesta del Departamento de Hacienda y Administración Pública, uno a propuesta de Bienestar Social y tres a propuesta de la persona titular de Sanidad. Respuesta A.
Común C2 (AUX + ADM);87;comun-t04_25;La propuesta de Plan Estratégico del ente público Osakidetza-Servicio Vasco de Salud:;Será formulada por la Dirección General del Ente.;Será aprobada por la Presidencia del Ente.;Será sometida a informe del Consejo de Administración del Ente.;Todas las anteriores son ciertas.;A;A;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;La Dirección General formula la propuesta del Plan Estratégico.
Común C2 (AUX + ADM);89;comun-t05_4;De acuerdo con el Decreto 255/1997, de 11 de noviembre, por el que se establecen los Estatutos Sociales del ente público Osakidetza-Servicio Vasco de Salud, para el desarrollo de sus funciones, la Dirección General del ente público Osakidetza-Servicio Vasco de Salud contará con el apoyo de un equipo directivo formado por:;Dos Direcciones de División.;Tres Direcciones de División.;Cuatro Direcciones de División.;La norma no establece el número concreto de Direcciones de División.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997: el equipo directivo cuenta con TRES Direcciones de División.
Común C2 (AUX + ADM);95;comun-t04_28;El número de integrantes del equipo directivo de las organizaciones de servicios sanitarios del ente público Osakidetza-Servicio Vasco de Salud:;Oscilará entre dos y tres.;Oscilará entre tres y cuatro.;Oscilará entre cuatro y cinco.;La normativa que rige su estatuto jurídico no establece un número determinado sino un máximo de cinco.;D;D;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Equipo directivo: máximo de cinco personas.
