Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaIA;RespuestaApp;RespuestaUGT;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Confianza;Estado;Acción;Explicación_app
Común A2 / Técnico;82;tec-comun-t06_2;Según el Decreto 147/2015, de 21 de julio, todos los derechos y obligaciones establecidos son exigibles:;En relación a todas las acciones de carácter sanitario, incluyendo docencia, en centros de titularidad pública o privada o concertados de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración.;En relación a todas las acciones de carácter sanitario, incluyendo docencia, en centros de titularidad pública o concertados del sistema sanitario de Euskadi. Las acciones relativas a la investigación biomédica quedan fuera de esta Declaración.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, en centros de titularidad pública o privada o concertados de Euskadi.;En relación a todas las acciones de carácter sanitario, incluyendo investigación y docencia, en centros de titularidad pública o concertados del sistema sanitario de Euskadi.;A;B;C;A;?;No;36.3%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 3 Decreto 147/2015: los derechos son exigibles en centros de titularidad pública, privada o concertados de Euskadi, incluyendo docencia. La investigación biomédica se rige por su normativa específica.
Común A2 / Técnico;83;tec-comun-t06_3;Según el Decreto 147/2015, de 21 de julio, los principios que informan e inspiran el conjunto de acciones de carácter sanitario del sistema sanitario de Euskadi son:;El respeto a la libertad de la persona, a su dignidad y a la autonomía en las decisiones que afecten a su salud.;El respeto a todo el personal profesional que integra el sistema sanitario de Euskadi.;La promoción de la investigación científica en el marco del sistema sanitario de Euskadi.;Todas las respuestas anteriores son correctas.;D;A;A;D;?;No;36.3%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 4 Decreto 147/2015: el principio fundamental es el respeto a la libertad, dignidad y autonomía de la persona en las decisiones sobre su salud. Las opciones b y c no son principios informadores de la Declaración.
Común A2 / Técnico;103;tec-comun-t09_7;Según dispone la Ley 7/2002, de 12 de diciembre, de las voluntades anticipadas, la voluntad de la persona prevalece sobre las instrucciones contenidas en el documento de voluntades anticipadas ante cualquier intervención clínica siempre que:;La persona otorgante conserve su capacidad y su libertad de actuación.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca.;La persona otorgante conserve su capacidad, su libertad de actuación y la posibilidad de expresarse de manera inequívoca o a través de la persona interlocutora designada al efecto.;C;B;B;C;D;No;25.8%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 5 Ley 7/2002: la voluntad actual del paciente prevalece sobre el documento cuando conserva su capacidad, libertad de actuación y puede expresarse de manera inequívoca.
Común A2 / Técnico;112;tec-comun-t10_8;Respecto a los sistemas de información de denuncias internas que contempla la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales, es correcta la siguiente afirmación:;En todo caso, transcurridos tres meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias, salvo que la finalidad de la conservación sea dejar evidencia del funcionamiento del modelo de prevención de la comisión de delitos.;En todo caso, y sin excepción, transcurridos seis meses desde la introducción de los datos, deberá procederse a su supresión del sistema de denuncias.;La Ley no prevé plazo temporal alguno para la supresión de los datos del sistema de denuncias.;B;A;D;A;C;No;15.3%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 24 LO 3/2018: Los sistemas de denuncias internas deben garantizar la confidencialidad del denunciante. Los datos conservados sólo podrán ser accedidos por quienes sean indispensables para resolver la denuncia. La B recoge correctamente los requisitos de confidencialidad. Respuesta B.
Común A2 / Técnico;156;tec-comun-t14_6;Cual de los siguientes es el Objetivo Especifico numero 1 de la Estrategia de Seguridad del Paciente 20-30, enfocado en el cambio interno?;Garantizar la continuidad de las lineas de accion y proyectos previamente implantados.;Impulsar la cultura de seguridad de paciente en las organizaciones de servicios de Osakidetza, promoviendo la formacion y sensibilizacion como aspectos clave.;Optimizar la prescripcion de pruebas diagnosticas que utilizan radiacion ionizante.;Implantar un sistema de identificacion inequivoca de pacientes en todas las fases del proceso asistencial.;B;C;A;B;D;No;25.8%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;El Objetivo Especifico 1 es impulsar la cultura de seguridad del paciente en Osakidetza, con la formacion y sensibilizacion del personal como pilares fundamentales.
Común A2 / Técnico;177;tec-comun-t15_17;Segun el Resumen Ejecutivo del Plan Oncologico Integral de Euskadi (POIE) 2025-2030, de que porcentaje de los fallecimientos en Euskadi fue responsable el cancer en el año 2023?;22,3%.;Menos del 15%.;33,8%.;28%.;C;B;D;C;A;No;25.8%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;POIE 2025-2030 (Resumen Ejecutivo): El cáncer es responsable del 28% de las muertes en Euskadi, siendo la segunda causa de mortalidad. La C recoge correctamente este porcentaje. Respuesta C.
Administrativo (específico);161;adm-prl-prevencion-riesgos_7;Según el artículo 2 de la Ley 31/1995, de Prevención de Riesgos Laborales, la presente Ley será de aplicación:;Únicamente a las relaciones laborales reguladas por el Estatuto de los Trabajadores.;Únicamente al personal al servicio de la Administración Pública.;A las relaciones laborales reguladas por el Estatuto de los Trabajadores y al personal al servicio de las Administraciones Públicas.;Las respuestas a) b) y c) son incorrectas.;C;C;D;?;C;No;19.7%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 2.1 Ley 31/1995 (ámbito de aplicación): 'Esta Ley y sus normas de desarrollo serán de aplicación tanto en el ámbito de las relaciones laborales reguladas en el texto refundido del ESTATUTO DE LOS TRABAJADORES, como en el de las relaciones de carácter administrativo o estatutario del PERSONAL CIVIL AL SERVICIO DE LAS ADMINISTRACIONES PÚBLICAS.' Doble ámbito: ET + AAPP. Respuesta C.
Auxiliar Administrativo (específico);120;aux-e04_1;Las revisiones de oficio de los actos administrativos nulos o anulables, los recursos administrativos extraordinarios y las reclamaciones previas a las vías jurisdiccionales civil y laboral que no comprendan la exigencia de responsabilidad, serán conocidas por:;La Presidencia o por el Director General de Osakidetza-Servicio Vasco de Salud.;El Consejo de Administración o por los Directores-Gerentes de Osakidetza-Servicio Vasco de Salud.;La Presidencia o por el Consejo de Administración de Osakidetza-Servicio Vasco de Salud.;El Director General o por los Directores-Gerentes de las organizaciones de Osakidetza-Servicio Vasco de Salud.;D;A;C;A;D;No;13.1%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Decreto 255/1997: las revisiones de oficio y recursos extraordinarios corresponden a la Presidencia o Director General.
Técnico Superior Administrativo (específico);160;tec-t06_10;Diga cuál de los siguientes NO forma parte de los principios y criterios de ordenación del régimen estatutario:;La libre circulación del personal estatutario en el conjunto del Sistema Nacional de Salud.;La dedicación prioritaria al servicio público.;El acuerdo con las organizaciones sindicales en la determinación de las condiciones de trabajo.;La igualdad, mérito, capacidad y publicidad en el acceso a la condición de personal estatutario.;B;B;C;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;"Art. 4 Ley 55/2003: los principios de ordenación del régimen estatutario incluyen libre circulación, igualdad en el acceso, negociación colectiva, entre otros. La ""dedicación prioritaria al servicio público"" no figura como principio de ordenación del régimen estatutario."
Técnico Superior Administrativo (específico);164;tec-t06_14;Conforme a la Ley 55/2003, el catálogo homogéneo de equivalencias de categorías profesionales de los distintos servicios de salud, ¿cuya aprobación corresponde a quién?;A la Comisión de Recursos Humanos del Sistema Nacional de Salud.;Al Consejo Interterritorial del Sistema Nacional de Salud.;Al Foro Marco para el Diálogo Social.;Todas las respuestas anteriores son incorrectas.;A;A;D;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 8 Ley 55/2003: la Comisión de Recursos Humanos del Sistema Nacional de Salud es el órgano competente para aprobar el catálogo homogéneo de equivalencias entre las categorías profesionales de los distintos servicios de salud.
Técnico Superior Administrativo (específico);170;tec-t06_20;Conforme a la Ley 55/2003, cuando de un procedimiento de movilidad se derive cambio en el servicio de salud de destino, el plazo de toma de posesión será de:;Treinta días, a contar desde el día del cese en el destino anterior, que deberá tener lugar en los tres días siguientes a la notificación o publicación del nuevo destino adjudicado.;Treinta días, a contar desde el día del cese en el destino anterior, que deberá tener lugar en los diez días siguientes a la notificación o publicación del nuevo destino adjudicado.;Un mes, a contar desde el día del cese en el destino anterior, que deberá tener lugar en los tres días siguientes a la notificación o publicación del nuevo destino adjudicado.;Un mes, a contar desde el día del cese en el destino anterior, que deberá tener lugar en los diez días siguientes a la notificación o publicación del nuevo destino adjudicado.;A;A;C;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 39 Ley 55/2003: cuando la movilidad implica cambio de servicio de salud, el cese en el destino anterior debe producirse en los tres días siguientes a la notificación y el plazo de toma de posesión es de treinta días desde el cese.
Técnico Superior Administrativo (específico);174;tec-t06_24;Conforme a la Ley 55/2003, la persona interesada tendrá derecho a incorporarse a plaza de la misma categoría y área de salud en que prestaba sus servicios, si la revisión de incapacidad se produce:;Dentro de los cinco años siguientes a la fecha de la declaración de incapacidad.;Dentro de los tres años siguientes a la fecha de la declaración de incapacidad.;Dentro de los dos años siguientes a la fecha de la declaración de incapacidad.;Dentro de los cuatro años siguientes a la fecha de la declaración de incapacidad.;A;A;D;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 57.3 Ley 55/2003: cuando la condición de personal estatutario se pierde por incapacidad y esta es revisada, la persona tiene derecho a reincorporarse si la revisión se produce dentro de los cinco años siguientes a la declaración de incapacidad.
Técnico Superior Administrativo (específico);175;tec-t06_25;Conforme a la Ley 55/2003, los procedimientos de movilidad voluntaria del personal estatutario se efectuarán preferentemente:;Cada año.;Cada dos años.;Cada dieciocho meses.;Cada tres años.;A;A;B;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 37 Ley 55/2003: los procedimientos de movilidad voluntaria mediante concurso se convocarán con carácter general, como mínimo, cada dos años. La frecuencia preferente según la norma es anual.
Técnico Superior Administrativo (específico);189;tec-t06_39;Conforme a la Ley 55/2003, el quebranto de la debida reserva respecto a datos relativos al centro o institución o a la intimidad personal de las personas usuarias y a la información relacionada con su proceso:;Constituye falta muy grave.;Constituye falta grave.;Constituye falta leve.;Constituye un incumplimiento del ordenamiento jurídico, no tipificado como falta.;B;B;A;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 73 Ley 55/2003: el quebranto de la debida reserva respecto a datos del centro o de la intimidad de los pacientes, cuando no constituya falta muy grave, es tipificado como falta grave.
Técnico Superior Administrativo (específico);190;tec-t06_40;Conforme a la Ley 55/2003, el acoso sexual, cuando el sujeto activo del acoso crea con su conducta un entorno laboral intimidatorio, hostil o humillante para la persona que es objeto del mismo:;Constituye falta muy grave.;Constituye falta grave.;Constituye falta leve.;Constituye un incumplimiento del ordenamiento jurídico, no tipificado como falta.;A;A;B;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 72 Ley 55/2003: el acoso sexual que cree un entorno intimidatorio, hostil o humillante constituye falta muy grave, independientemente de que no exista una demanda concreta de favores sexuales.
Técnico Superior Administrativo (específico);200;tec-t06_50;Conforme al EBEP, se EXCLUYE de la obligatoriedad de la negociación colectiva:;La regulación y determinación concreta de los sistemas, criterios, órganos y procedimientos de acceso al empleo público y la promoción profesional.;Los planes de Previsión Social Complementaria.;Las materias que afecten a las condiciones de trabajo y a las retribuciones de las personas funcionarias, cuya regulación exija norma con rango de ley.;Las materias referidas a calendario laboral, horarios, jornadas, vacaciones, permisos y movilidad funcional y geográfica.;C;C;A;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 37.2 EBEP: quedan excluidas de la obligación de negociación las materias que afecten a las potestades de organización de las AAPP y aquellas cuya regulación exija norma con rango de ley, como las condiciones retributivas que requieran ley.
Técnico Superior Administrativo (específico);207;tec-t07_4;En base al Decreto 186/2025 de Puestos Funcionales de Osakidetza, el órgano competente para aprobar la plantilla funcional de cada organización de servicios es:;La Dirección Gerencia de la propia Organización de Servicios.;La Consejería de Sanidad.;El Consejo de Administración de Osakidetza.;El Consejo de Gobierno.;C;C;A;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Decreto 186/2025: la aprobación de la plantilla funcional de cada organización de servicios de Osakidetza corresponde al Consejo de Administración del Ente Público.
Técnico Superior Administrativo (específico);219;tec-t07_16;Las infracciones tipificadas en la Ley Orgánica 7/2021 calificadas como graves por parte de la Autoridad Vasca de Protección de Datos:;Prescriben a los 5 años.;Prescriben a los 4 años.;Prescriben a los 3 años.;Prescriben a los 2 años.;C;C;D;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;LO 7/2021 y normativa de protección de datos: las infracciones graves en materia de protección de datos prescriben a los tres años desde que se cometieron o desde que el responsable pudo ser conocido.
Técnico Superior Administrativo (específico);220;tec-t07_17;Las sanciones económicas en aplicación del reglamento europeo en materia de protección de datos que la Autoridad Vasca de Protección de Datos imponga por un importe igual a 50.000 euros:;Prescriben a los 5 años.;Prescriben a los 4 años.;Prescriben a los 3 años.;Prescriben a los 2 años.;C;C;D;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Normativa de protección de datos (LOPDGDD y RGPD): las sanciones impuestas en aplicación del RGPD prescriben en función de su cuantía. Las sanciones de importe medio (como 50.000 euros) prescriben a los tres años.
Técnico Superior Administrativo (específico);222;tec-t07_19;Conforme al Real Decreto Legislativo 8/2015, a los efectos del derecho a percibir prestaciones contributivas, diga cuál de estas afirmaciones es cierta:;No tendrán la consideración de trabajadora/or por cuenta ajena las hijas e hijos de la persona empresaria, aunque no convivan en su hogar ni estén a su cargo.;Si la persona empresaria es trabajadora autónoma, podrá contratar como trabajadora/or por cuenta ajena a su cónyuge y a las hijas e hijos que convivan con ella.;Si la persona empresaria es trabajadora autónoma, podrá contratar como trabajadora/or por cuenta ajena a las hijas e hijos menores de 30 años aunque convivan con ella.;Las tres afirmaciones anteriores son falsas.;D;D;C;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 12 LGSS: no tienen la consideración de trabajadores por cuenta ajena el cónyuge, los descendientes y demás parientes hasta segundo grado que convivan y trabajen con el empresario autónomo, salvo que se pruebe la condición de asalariados. Las tres opciones anteriores contienen inexactitudes.
Técnico Superior Administrativo (específico);225;tec-t07_22;Conforme al Real Decreto Legislativo 8/2015, señale cuál de los siguientes grupos se encuentran integrados en regímenes especiales con tendencia a la homogeneidad con el Régimen General:;Personas trabajadoras del mar y personal funcionario público, civil y militar.;Personas trabajadoras por cuenta propia o autónomas y estudiantado.;Personas trabajadoras por cuenta propia o autónomas y personas trabajadoras del mar.;Ninguna de las anteriores respuestas es correcta.;C;C;A;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 10.2 LGSS: los regímenes especiales que deben tender a la homogeneidad con el Régimen General son el RETA (autónomos) y el Régimen Especial del Mar. El personal funcionario tiene régimen propio diferente.
Técnico Superior Administrativo (específico);238;tec-t08_8;Conforme a la Ley 8/1997, en materia de determinación de condiciones de trabajo en Osakidetza:;Los acuerdos requieren para su validez la aprobación expresa y formal del Consejo de Gobierno.;En caso de desacuerdo corresponderá al Consejo de Administración determinar unilateralmente las condiciones de trabajo.;Se mantendrá en todo caso un marco único de negociación colectiva en el ente Osakidetza.;La resolución de conflictos corresponderá exclusivamente al Parlamento Vasco.;C;C;A;?;?;No;38.5%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Art. 22 Ley 8/1997: en Osakidetza se mantendrá un marco único de negociación colectiva, garantizando la uniformidad de las condiciones de trabajo para todo el personal del ente público.
Técnico Superior Administrativo (específico);493;tec-casos-practicos_13;[ENUNCIADO: La responsable económica financiera de una entidad sanitaria tiene que realizar un informe para poder analizar la situación económico-financiera de la entidad. Para tal menester decide realizar una se...] Calcular el apalancamiento operativo teniendo en cuenta los siguientes datos, y ELIJA LA AFIRMACIÓN CORRECTA • Costes fijos: 100.000€ • Coste fijo unitario: 3,33€ • Coste variable unitario: 30€ • Precio unitario del servicio: 35€ • Servicios vendidos: 30.000 unidades;Apalancamiento operativo es: 1,5.;Apalancamiento operativo es: 3.;Apalancamiento operativo es: -1,004.;Todas las respuestas son incorrectas.;?;B;D;B;?;No;41.3%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Apalancamiento operativo = Margen de contribución / BAII. Margen contribución = (35 - 30) × 30.000 = 150.000€. BAII = 150.000 - 100.000 (costes fijos) = 50.000€. Ao = 150.000 / 50.000 = 3. Indica que un 1% de variación en ventas provoca un 3% de variación en el BAII.
Técnico Superior Administrativo (específico);498;tec-casos-practicos_18;La rentabilidad financiera (RF o ROE), utilizando el resultado antes de impuestos, es:;25,20 %;27,00 %;10,50 %;30,75 %;?;A;B;A;?;No;41.3%;Disputa / Duda;REVISAR MANUALMENTE: consulta texto legal;Rentabilidad Financiera (RF) usando resultado antes de impuestos = EBT / PN = (11.340.000 + 6.300.000) / 70.000.000 = 17.640.000 / 70.000.000 = 0,252 = 25,20%. Mide el rendimiento obtenido por los accionistas sobre los recursos propios antes del impacto fiscal.
